sub_id,parent_id,parent_name,package_name,card_name,sale_price,original_price,target_gender,age_min,age_max,total_tests,is_404,test_list,expiry,url
714,19049,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX (อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 24 ชั่วโมง),อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 24 ชั่วโมง,6900,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/714/sub
715,19049,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX (อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 48 ชั่วโมง),อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 48 ชั่วโมง,7900,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/715/sub
716,19049,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX,เช็คสุขภาพหัวใจสำหรับผู้มีภาวะเสี่ยงโรคหัวใจ หรือนักกีฬาด้วย S-PATCH EX (อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 72 ชั่วโมง),อุปกรณ์ติดตามคลื่นไฟฟ้าหัวใจ 72 ชั่วโมง,8900,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/716/sub
710,19048,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด (การรักษาเส้นเลือดขอดด้วยคลื่นความถี่วิทยุ สำหรับขาหนึ่งข้าง (2 วัน 1 คืน)),การรักษาเส้นเลือดขอดด้วยคลื่นความถี่วิทยุ สำหรับขาหนึ่งข้าง (2 วัน 1 คืน),110000,,all,,,9,False,ทำให้เรียวขาที่สวยงามดูแย่ลงแล้ว | มีอาการปวด บวม | เป็นตะคริว | ข้อเท้าคล้ำ | มีแผลอักเสบเรื้อรังที่ขา รักษาไม่หาย | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช,31 ธันวาคม 2569,https://navavej.com/package/710/sub
711,19048,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด (การรักษาเส้นเลือดขอดด้วยคลื่นความถี่วิทยุ สำหรับขาสองข้าง (2 วัน 1 คืน)),การรักษาเส้นเลือดขอดด้วยคลื่นความถี่วิทยุ สำหรับขาสองข้าง (2 วัน 1 คืน),150000,,all,,,9,False,ทำให้เรียวขาที่สวยงามดูแย่ลงแล้ว | มีอาการปวด บวม | เป็นตะคริว | ข้อเท้าคล้ำ | มีแผลอักเสบเรื้อรังที่ขา รักษาไม่หาย | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช,31 ธันวาคม 2569,https://navavej.com/package/711/sub
712,19048,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด (การรักษาเส้นเลือดขอดด้วยเทคนิคใช้กาวประสานเส้นเลือด สำหรับขาหนึ่งข้าง),การรักษาเส้นเลือดขอดด้วยเทคนิคใช้กาวประสานเส้นเลือด สำหรับขาหนึ่งข้าง,120000,,all,,,9,False,ทำให้เรียวขาที่สวยงามดูแย่ลงแล้ว | มีอาการปวด บวม | เป็นตะคริว | ข้อเท้าคล้ำ | มีแผลอักเสบเรื้อรังที่ขา รักษาไม่หาย | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช,31 ธันวาคม 2569,https://navavej.com/package/712/sub
713,19048,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด,นวัฒกรรมการรักษาเส้นเลือดขอด โดยไม่ต้องผ่าตัด (การรักษาเส้นเลือดขอดด้วยเทคนิคใช้กาวประสานเส้นเลือด สำหรับขาสองข้าง),การรักษาเส้นเลือดขอดด้วยเทคนิคใช้กาวประสานเส้นเลือด สำหรับขาสองข้าง,150000,,all,,,9,False,ทำให้เรียวขาที่สวยงามดูแย่ลงแล้ว | มีอาการปวด บวม | เป็นตะคริว | ข้อเท้าคล้ำ | มีแผลอักเสบเรื้อรังที่ขา รักษาไม่หาย | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช | ขอสงวนสิทธิการเปลี่ยนแปลงเงื่อนไข โดยไม่แจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่รพ.นวเวช,31 ธันวาคม 2569,https://navavej.com/package/713/sub
697,19041,รักษารากฟัน,รักษารากฟัน (รักษารากฟันหน้า),รักษารากฟันหน้า,6000,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/697/sub
698,19041,รักษารากฟัน,รักษารากฟัน (รักษารากฟันกรามน้อย),รักษารากฟันกรามน้อย,8000,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/698/sub
699,19041,รักษารากฟัน,รักษารากฟัน (รักษารากฟันกรามใหญ่),รักษารากฟันกรามใหญ่,12000,,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/699/sub
682,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันไข้หวัดใหญ่ 3 สายพันธุ์),วัคซีนป้องกันไข้หวัดใหญ่ 3 สายพันธุ์,590,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/682/sub
684,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรคปอดอักเสบ 23 สายพันธุ์ 1 เข็ม),วัคซีนป้องกันโรคปอดอักเสบ 23 สายพันธุ์ 1 เข็ม,2100,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/684/sub
687,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรคไข้เลือดออก 2 เข็ม),วัคซีนป้องกันโรคไข้เลือดออก 2 เข็ม,5900,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/687/sub
688,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรคงูสวัด ชนิดใหม่ Shingrix 2 เข็ม),วัคซีนป้องกันโรคงูสวัด ชนิดใหม่ Shingrix 2 เข็ม,13500,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/688/sub
689,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันไวรัสตับอักเสบบี 3 เข็ม),วัคซีนป้องกันไวรัสตับอักเสบบี 3 เข็ม,3900,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/689/sub
734,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรค RSV (ผู้ใหญ่)  1 เข็ม),วัคซีนป้องกันโรค RSV (ผู้ใหญ่)  1 เข็ม,9900,,all,,,5,False,ผู้ที่มีโรคร่วม เช่น โรคหืด โรคปอดอุดกกั้นเรื้อรัง โรคหัวใจขาดเลือด โรคหัวใจล้มเหลว โรคเบาหวาน โรคไต | ในกลุ่มผู้ป่วยที่มีโรคประจำตัวที่เสี่ยงต่อการติดเชื้อ RSV รุนแรง | ผู้ที่มีอายุมากกว่า 50 ปีขึ้นไป และอาศัยอยู่ในครอบครัวใหญ่ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/734/sub
743,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรคปอดอักเสบ 15 สายพันธุ์ 1 เข็ม),วัคซีนป้องกันโรคปอดอักเสบ 15 สายพันธุ์ 1 เข็ม,3700,,all,,,12,False,ผู้ใหญ่ที่มีอายุตั้งแต่  65 ปีขึ้นไป | ผู้ป่วยโรคพิษสุราเรื้อรัง | ผู้ป่วยโรคหัวใจเรื้อรัง โรคปอดเรื้อรัง โรคไตเรื้อรัง หรือโรคตับเรื้อรัง | ผู้ที่ผ่านการผ่าตัดฝังประสาทหูเทียม | ผู้ป่วยที่มีการรั่วของน้ำไขสันหลัง | ผู้ป่วยโรคเบาหวาน | ผู้ป่วยเอชไอวี ผู้ป่วยโรคมะเร็ง ผู้ป่วยที่ผ่านการปลูกถ่ายอวัยวะ หรือผู้ป่วยที่มีภาวะอื่นๆ ที่มีผลทำให้ภูมิคุ้มกันบกพร่อง หรือผู้ป่วยที่ได้รับการรักษาด้วยยาที่มีผลกดภูมิคุ้มกันของร่างกาย | ผู้ป่วยกลุ่มโรคไตเนฟโฟรติก | ผู้ป่วยโรคเม็ดเลือดแดงรูปเคียว (Sickle cell disease) ผู้ป่วยที่ม้ามทำงานบกพร่อง หรือไม่มีม้าม | ผู้ที่สูบบุหรี่ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/743/sub
765,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนไข้หวัดใหญ่ (สำหรับผู้สูงอายุ 60 ปีขึ้นไป) 1 เข็ม),วัคซีนไข้หวัดใหญ่ (สำหรับผู้สูงอายุ 60 ปีขึ้นไป) 1 เข็ม,2500,,all,60.0,,6,False,ศูนย์อายุรกรรม (Internal Medicine Center) | ศูนย์เบาหวานและต่อมไร้ท่อ (Diabetic & Endocrine Center) | สำหรับผู้สูงวัย 60 ปีขึ้นไป | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | สำหรับผู้สูงวัย 60 ปีขึ้นไป | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/765/sub
782,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันโรคปอดอักเสบ 20 สายพันธุ์ 1 เข็ม),วัคซีนป้องกันโรคปอดอักเสบ 20 สายพันธุ์ 1 เข็ม,4700,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/782/sub
859,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันไวรัสตับอักเสบเอ 2 เข็ม),วัคซีนป้องกันไวรัสตับอักเสบเอ 2 เข็ม,4900,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/859/sub
860,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันไวรัสตับอักเสบเอและบี 3 เข็ม),วัคซีนป้องกันไวรัสตับอักเสบเอและบี 3 เข็ม,6900,,all,,,2,False,การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้ | การพิจารณาเลือกวัคซีนป้องกันโรคปอดอักเสบ ขึ้นอยู่กับดุลยพินิจของแพทย์ตามข้อบ่งชี้,31 ธันวาคม 2569,https://navavej.com/package/860/sub
1038,19037,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่,เสริมภูมิคุ้มกันด้วยวัคซีนป้องกันโรคสำหรับผู้ใหญ่ (วัคซีนป้องกันอีสุกอีใส เหมาจ่าย 2 เข็ม (อายุ 13 ปีขึ้นไป)),วัคซีนป้องกันอีสุกอีใส เหมาจ่าย 2 เข็ม (อายุ 13 ปีขึ้นไป),3600,,all,13.0,,4,False,วัคซีนป้องกันโรคอีสุกอีใสเหมาะสำหรับท่านที่มีอายุ 13 ปีขึ้นไป และไม่เคยได้รับวัคซีนมาก่อน หรือตรวจไม่พบว่ามีภูมิคุ้มกันโรค | ต้องเข้ารับวัคซีนป้องกันโรคอีสุกอีใส 2 เข็ม อย่างน้อยห่างกัน 1 เดือน | วัคซีนป้องกันโรคอีสุกอีใสเหมาะสำหรับท่านที่มีอายุ 13 ปีขึ้นไป และไม่เคยได้รับวัคซีนมาก่อน หรือตรวจไม่พบว่ามีภูมิคุ้มกันโรค | ต้องเข้ารับวัคซีนป้องกันโรคอีสุกอีใส 2 เข็ม อย่างน้อยห่างกัน 1 เดือน,31 ธันวาคม 2569,https://navavej.com/package/1038/sub
668,19033,Navavej Member Card,Navavej Member Card (Navavej Smart Kid),Navavej Smart Kid,3000,3000.0,all,,,0,False,,31 ธันวาคม 2569,https://navavej.com/package/668/sub
669,19033,Navavej Member Card,Navavej Member Card (Navavej Smart Life),Navavej Smart Life,10700,10700.0,all,,,35,False,"Physical Examination (ตรวจร่างกายทั่วไปโดยแพทย์) | Vital Signs (ตรวจสัญญาณชีพ) | BMI (ดัชนีมวลกาย) | CBC (ตรวจความสมบูรณ์ของเลือด) | FBS (ตรวจระดับน้ำตาลในเลือด) | HbA1c (ตรวจระดับน้ำตาลสะสมในเลือด) | Cholesterol (ตรวจระดับไขมันในเลือดชนิดคอเลสเตอรอล) | Triglycerides (ตรวจระดับไขมันในเลือดชนิดไตรกลีเซอไรด์) | HDL (ตรวจระดับไขมันชนิดดี) | LDL (ตรวจระดับไขมันชนิดไม่ดี) | Uric Acid (ตรวจระดับกรดยูริคในเลือด) | Creatinine Plus eGFR | BUN | SGOT/AST | SGPT/ALT | Urinalysis (ตรวจปัสสาวะอย่างสมบูรณ์) | EKG (ตรวจคลื่นไฟฟ้าหัวใจ) | Chest X-Ray เอกซเรย์ปอด | Bone density L-Spine&Hip (การตรวจความหนาแน่น 2 ส่วน กระดูกสันหลังและสะโพก) | U/S Whole Abdomen (อัลตราซาวด์ช่องท้องทั้งหมด) | Check up Report book (สมุดรายงานผลตรวจสุขภาพ) | Hospital Service Fee (บริการโรงพยาบาลผู้ป่วยนอกทั่วไป) | Nursing Service Fee (บริการพยาบาลกรณีผู้ป่วยนอก) | Food coupons (คูปองอาหาร) | MRI Brain ตรวจสมอง ด้วยเครื่องเอกซเรย์คลื่นแม่เหล็กไฟฟ้า  ราคา 10,700 บาท | MRI Cervical Spine ตรวจกระดูกสันหลังระดับคอ ด้วยเครื่องเอกซเรย์คลื่นแม่เหล็กไฟฟ้า  ราคา 10,700 บาท | MRI Thoracic Spine ตรวจกระดูกสันหลังระดับอกหรือหลังส่วนบน ด้วยเครื่องเอกซเรย์คลื่นแม่เหล็กไฟฟ้า  ราคา 10,700 บาท | MRI Lumbosacral Spine ตรวจกระดูกสันหลังส่วนเอว ด้วยเครื่องเอกซเรย์คลื่นแม่เหล็กไฟฟ้า  ราคา 10,700 บาท | CT Brain Non Contrast Media ตรวจสมอง ด้วยเครื่องเอกซเรย์คอมพิวเตอร์  ราคา 8,800 บาท | CT Chest Non Contrast Media ตรวจบริเวณทรวงอก ด้วยเครื่องเอกซเรย์คอมพิวเตอร์  ราคา 12,050 บาท | CT Coronary Artery Calcification ตรวจหาหินปูนที่บริเวณหลอดเลือดแดง ด้วยเครื่องเอกซเรย์คอมพิวเตอร์  ราคา 7,100 บาท | CT Upper Abdomen ตรวจหาความผิดปกติในช่องท้องส่วนบน ด้วยเครื่องเอกซเรย์คอมพิวเตอร์ ราคา 12,050 บาท | CT Lower Abdomen ตรวจหาความผิดปกติในช่องท้องส่วนล่าง ด้วยเครื่องเอกซเรย์คอมพิวเตอร์ ราคา 12,050 บาท | การทำหัตถการ MRI หรือ CT ขึ้นอยู่กับคำแนะนำ และดุลพินิจของแพทย์เพื่อวินิจฉัยโรค นำไปสู่การรักษาที่เหมาะสม | การทำหัตถการ MRI หรือ CT ขึ้นอยู่กับคำแนะนำ และดุลพินิจของแพทย์เพื่อวินิจฉัยโรค นำไปสู่การรักษาที่เหมาะสม",31 ธันวาคม 2569,https://navavej.com/package/669/sub
614,19017,โปรแกรมตรวจคัดกรองมะเร็งเต้านม,โปรแกรมตรวจคัดกรองมะเร็งเต้านม (โปรแกรมตรวจคัดกรองมะเร็งเต้านมด้วยเครื่องแมมโมแกรม),โปรแกรมตรวจคัดกรองมะเร็งเต้านมด้วยเครื่องแมมโมแกรม,3500,,all,,,10,False,ราคารวมค่าแพทย์ และค่าบริการโรงพยาบาลเรียบร้อยแล้ว | สำหรับสุภาพสตรีอายุ 35 ปีขึ้นไป (ไม่เคยผ่านการเสริมเต้านม) | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการ | สำหรับลูกค้าชาวไทย และชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย | ราคารวมค่าแพทย์ และค่าบริการโรงพยาบาลเรียบร้อยแล้ว | สำหรับสุภาพสตรีอายุ 35 ปีขึ้นไป (ไม่เคยผ่านการเสริมเต้านม) | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการ | สำหรับลูกค้าชาวไทย และชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย,31 ธันวาคม 2569,https://navavej.com/package/614/sub
615,19017,โปรแกรมตรวจคัดกรองมะเร็งเต้านม,โปรแกรมตรวจคัดกรองมะเร็งเต้านม (โปรแกรมตรวจคัดกรองมะเร็งเต้านม และตรวจมะเร็งปากมดลูก),โปรแกรมตรวจคัดกรองมะเร็งเต้านม และตรวจมะเร็งปากมดลูก,4500,,all,,,10,False,ราคารวมค่าแพทย์ และค่าบริการโรงพยาบาลเรียบร้อยแล้ว | สำหรับสุภาพสตรีอายุ 35 ปีขึ้นไป (ไม่เคยผ่านการเสริมเต้านม) | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการ | สำหรับลูกค้าชาวไทย และชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย | ราคารวมค่าแพทย์ และค่าบริการโรงพยาบาลเรียบร้อยแล้ว | สำหรับสุภาพสตรีอายุ 35 ปีขึ้นไป (ไม่เคยผ่านการเสริมเต้านม) | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการ | สำหรับลูกค้าชาวไทย และชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย,31 ธันวาคม 2569,https://navavej.com/package/615/sub
611,19016,โปรแกรมทดสอบสารก่อภูมิแพ้ทางผิวหนัง,โปรแกรมทดสอบสารก่อภูมิแพ้ทางผิวหนัง (โปรแกรมทดสอบสารก่อภูมิแพ้อากาศ (9 รายการ)),โปรแกรมทดสอบสารก่อภูมิแพ้อากาศ (9 รายการ),1690,,all,,,27,False,ยืนยันการวินิจฉัยว่า เป็นโรคภูมิแพ้จริง | ให้รู้ว่าแพ้อะไร เพื่อจะได้หลีกเลี่ยงสารกระตุ้นนั้น | วางแผนการรักษาต่อไป เช่น วัคซีนป้องกันสารก่อภูมิแพ้ (Immunotherapy) | งดรับประทานยาแก้แพ้ แก้หวัด แก้คัน ก่อนเข้ารับการทดสอบประมาณ 7 - 10 วัน | หากมีโรคประจำตัวที่ต้องรับประทานยาต่อเนื่อง ต้องแจ้งชื่อยาให้แพทย์ทราบก่อนรับการทดสอบ | การแปลผล คือ การที่มีตุ่มนูนแดงขึ้น ขนาดมากกว่า 3 มิลลิเมตรขึ้นไป | ไรฝุ่น House Dust mite | ละอองหญ้า Paragrass | ไม้ประเภทพุ่ม Acacia | วัชพืช Careless weed | ซากแมลงสาบ Cockroach | ขน/รังแค สุนัข Dog dander | ขน/รังแค แมว Cat dander | Positive control | Negative control | ราคายังไม่รวมค่าแพทย์กรณีตรวจรักษา แต่รวมค่าบริการรพ.แล้ว | การทดสอบสารก่อภูมิแพ้ทางผิวหนัง ต้องทำโดยแพทย์ที่เชี่ยวชาญด้านภูมิแพ้โดยตรง | รายการทดสอบดังกล่าวอาจเปลี่ยนแปลงรายการน้ำยาทดสอบตามความเหมาะสม | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่ รพ.นวเวช โทร: 1507 | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | สำหรับลูกค้าชาวไทยและชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย | ราคายังไม่รวมค่าแพทย์กรณีตรวจรักษา แต่รวมค่าบริการรพ.แล้ว | การทดสอบสารก่อภูมิแพ้ทางผิวหนัง ต้องทำโดยแพทย์ที่เชี่ยวชาญด้านภูมิแพ้โดยตรง | รายการทดสอบดังกล่าวอาจเปลี่ยนแปลงรายการน้ำยาทดสอบตามความเหมาะสม | โปรดนัดหมายล่วงหน้าก่อนเข้ารับบริการที่ รพ.นวเวช โทร: 1507 | ขอสงวนสิทธิการเปลี่ยนแปลงโดยไม่ต้องแจ้งให้ทราบล่วงหน้า | สำหรับลูกค้าชาวไทยและชาวต่างชาติที่มีถิ่นพำนักในประเทศไทย,31 ธันวาคม 2569,https://navavej.com/package/611/sub
